date,nav,day_change,fund_code,fund_name
2020-11-20,85.9497,0.043200000000013006,119533,HDFC Mid-Cap Opportunities Fund
2020-11-23,85.9988,0.0490999999999957,119533,HDFC Mid-Cap Opportunities Fund
2020-11-24,86.0265,0.02769999999999584,119533,HDFC Mid-Cap Opportunities Fund
2020-11-25,86.0921,0.06560000000000343,119533,HDFC Mid-Cap Opportunities Fund
2020-11-26,86.1384,0.04630000000000223,119533,HDFC Mid-Cap Opportunities Fund
2020-11-27,86.1234,-0.015000000000000568,119533,HDFC Mid-Cap Opportunities Fund
2020-12-01,86.1216,-0.0018000000000029104,119533,HDFC Mid-Cap Opportunities Fund
2020-12-02,86.0678,-0.05379999999999541,119533,HDFC Mid-Cap Opportunities Fund
2020-12-03,86.0622,-0.00560000000000116,119533,HDFC Mid-Cap Opportunities Fund
2020-12-04,86.1496,0.08740000000000236,119533,HDFC Mid-Cap Opportunities Fund
2020-12-07,86.1802,0.030599999999992633,119533,HDFC Mid-Cap Opportunities Fund
2020-12-08,86.1823,0.0020999999999986585,119533,HDFC Mid-Cap Opportunities Fund
2020-12-09,86.1804,-0.0018999999999920192,119533,HDFC Mid-Cap Opportunities Fund
2020-12-10,86.1964,0.015999999999991132,119533,HDFC Mid-Cap Opportunities Fund
2020-12-11,86.1789,-0.017499999999998295,119533,HDFC Mid-Cap Opportunities Fund
2020-12-14,86.2109,0.031999999999996476,119533,HDFC Mid-Cap Opportunities Fund
2020-12-15,86.2316,0.020700000000005048,119533,HDFC Mid-Cap Opportunities Fund
2020-12-16,86.2349,0.003299999999995862,119533,HDFC Mid-Cap Opportunities Fund
2020-12-17,86.2445,0.009600000000006048,119533,HDFC Mid-Cap Opportunities Fund
2020-12-18,86.2438,-0.0007000000000090267,119533,HDFC Mid-Cap Opportunities Fund
2020-12-21,86.2469,0.0031000000000034333,119533,HDFC Mid-Cap Opportunities Fund
2020-12-22,86.2684,0.021500000000003183,119533,HDFC Mid-Cap Opportunities Fund
2020-12-23,86.3,0.03159999999999741,119533,HDFC Mid-Cap Opportunities Fund
2020-12-24,86.315,0.015000000000000568,119533,HDFC Mid-Cap Opportunities Fund
2020-12-28,86.3976,0.08259999999999934,119533,HDFC Mid-Cap Opportunities Fund
2020-12-29,86.4103,0.012700000000009481,119533,HDFC Mid-Cap Opportunities Fund
2020-12-30,86.4536,0.043299999999987904,119533,HDFC Mid-Cap Opportunities Fund
2020-12-31,86.4735,0.019900000000006912,119533,HDFC Mid-Cap Opportunities Fund
2021-01-01,86.4944,0.020899999999997476,119533,HDFC Mid-Cap Opportunities Fund
2021-01-04,86.5781,0.08370000000000744,119533,HDFC Mid-Cap Opportunities Fund
2021-01-05,86.6461,0.06799999999999784,119533,HDFC Mid-Cap Opportunities Fund
